"AD","ED","County","EDAD Status","Event","Party/Independent Body","Office/Position Title","District Key","VoteFor","Unit Name","Tally"
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",16
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",12
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",4
"87","024","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",16
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",28
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",0
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",4
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",9
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","025","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",9
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",96
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",5
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",16
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",15
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",10
"87","026","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",45
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",59
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",10
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",24
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",2
"87","027","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",18
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",125
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",4
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",31
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",26
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",19
"87","028","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",47
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",79
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",5
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",16
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",19
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",17
"87","029","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",22
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",33
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",6
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",10
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",2
"87","030","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",10
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",44
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",7
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",3
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",3
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",5
"87","031","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",31
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",66
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",5
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",5
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",8
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",10
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",35
"87","032","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Scattered",1
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",76
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",19
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",17
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","033","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",32
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",93
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",3
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",10
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","034","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",60
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",77
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",2
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",4
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",8
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",8
"87","035","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",37
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",62
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",12
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",9
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",5
"87","036","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",36
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",81
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",9
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",22
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",9
"87","037","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",41
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",51
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",2
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",2
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",13
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",6
"87","038","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",28
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",112
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",7
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",17
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",23
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",9
"87","039","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",56
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",103
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",0
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",12
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",19
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",20
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",10
"87","040","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",57
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",2
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",1
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",11
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",10
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",4
"87","041","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",31
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",102
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",19
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",10
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",25
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",26
"87","042","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",23
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",68
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",6
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",10
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",15
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",8
"87","046","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",28
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",133
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",6
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",3
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",15
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",33
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",28
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",16
"87","047","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",40
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",145
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",16
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",18
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",41
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",19
"87","048","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",42
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",124
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",5
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",17
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",21
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",30
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",18
"87","049","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",33
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",144
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",1
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",17
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",23
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",32
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",22
"87","050","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",46
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",72
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",3
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",1
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"William Russell Moore",8
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Elvin Garcia",18
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Amanda C. Farias",22
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Michael Beltzer",3
"87","051","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Ruben Diaz Sr.",22
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Public Counter",122
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Manually Counted Emergency",0
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Absentee / Military",9
"87","052","Bronx","IN-PLAY","Primary Election - 09/12/2017","Democratic","Member of the City Council","18",1,"Affidavit",0
