ElectDist,cvap
34039,1089.9191139994857
34040,649.1661697626114
34041,2032.0366144925356
34042,615.5417874455452
34043,292.1799945756793
34044,202.35195511579514
34045,1154.5915799876298
34046,1311.8264699621325
34047,43.071490198373795
34048,287.8609840999253
34049,579.4849878102541
34050,287.41732271434694
34051,872.800093082378
34052,936.5647697998584
34053,120.00189008424059
34054,107.43943651812151
34055,127.0622534196591
34056,132.36588113754988
34057,115.9762099657062
34058,68.59810695052147
34059,115.58741556783207
34060,930.6227666616021
34061,56.1142610386014
34062,307.85345279543975
34063,738.6482806652784
34064,5.074807522818446
34065,560.9565691281844
34066,1219.624981669382
34067,1205.6652711849226
34068,782.564496062696
34069,965.3237315648486
34070,214.7407512453151
34071,802.0470013534186
34072,649.5420312935582
34073,861.3527627371266
35001,276.9597007971331
35002,540.8557753046622
35003,736.3670724332333
35004,1806.233361921072
35005,1094.7675869837403
35006,1095.4499945541138
35007,632.1639672517776
35008,1153.0337886735797
35009,2507.7538195963652
35010,259.2427741544513
35011,1382.9919176616438
35012,749.2528826721531
35013,1276.811446890235
35014,884.7298767391613
35015,1192.9285440662766
35016,1108.7177958488464
35017,1295.4216912686825
35018,1446.3963057458157
35019,681.3249683380127
35021,889.1046871840954
35022,794.8847034424625
35023,960.230299860239
35024,406.23400943649136
35025,1163.7680846690712
35026,1043.2604384192155
35027,479.66544535526623
35028,639.7090397607535
35029,46.570613538846374
35030,983.2838466763496
35031,65.74361734672026
35032,1303.1341067552567
35033,795.5505771450698
35034,210.10380328819156
35036,92.40284530067882
35037,1540.1793658733368
35038,1223.245533913374
35039,1300.089026138777
35040,1140.8154632478645
35041,1175.196546047928
35042,889.5955021381378
35043,1181.1822990437738
35044,1050.3708905231958
35045,698.1982417428538
35046,1013.7691406666962
35047,1013.1532207173117
35048,897.0861205160618
35049,915.1439777753403
35050,1512.2291364073753
35051,1375.9090653844178
35052,1157.0058650821447
35053,936.2533521095434
35054,1023.7668548153923
35055,528.1103853410102
35057,0.0
35058,0.0
35059,0.0
35061,0.0
35062,366.28895572014153
35063,1260.105486984854
35064,958.996866762843
35065,1169.8334843704554
35066,823.8202093877117
36001,623.0644625723362
36002,659.2570845260743
36003,794.2638494349061
36004,1446.6795008145239
36005,632.4607094226593
36006,993.8759951591492
36007,1003.2504761186367
36008,1106.4190066439935
36009,1312.17745003674
36010,1040.1164395835197
36011,1036.4938655613316
36012,1257.4878278465742
36013,502.04649567604065
36014,935.4197334862155
36015,1032.8937099799514
36016,941.0747016370296
36017,1250.4706485271454
36018,1102.0673522949219
36019,1348.7554157889642
36020,896.2542147040367
36021,1176.0291060172021
36022,1505.7007020413876
36023,1122.9744237742193
36024,1484.2157837100158
36025,1165.8355483657344
